Datatime,Machine Name,F_SEQ,F_COLOR_SEQ,F_COLOR_ARGB,F_UNIT_P,Process,Host speed,Cool air speed 1,Cool air speed 2,Oven speed 1,Oven speed 2,Oven speed 3,Oven speed 4,Oven speed 5,Oven speed 6,Oven speed 7,Oven speed 8,Oven temperature 1,Oven temperature 2,Oven temperature 3,Oven temperature 4,Oven temperature 5,Oven temperature 6,Oven temperature 7,Oven temperature 8,Oven temperature setting 1,Oven temperature setting 2,Oven temperature setting 3,Oven temperature setting 4,Oven temperature setting 5,Oven temperature setting 6,Oven temperature setting 7,Oven temperature setting 8,Exhaust speed 1,Exhaust speed 2,Exhaust humidity,Moisture,Electricity,Thermal_Temper_NW,Thermal_Temper_N,Thermal_Temper_NE,Thermal_Temper_W,Thermal_Temper_C,Thermal_Temper_E,Thermal_Temper_SW,Thermal_Temper_S,Thermal_Temper_SE,Thermal_Temper_avg,Thermal_uniformity,Therma_Spot1_Temper,Thermal_Spot1_Temper_min,Thermal_Spot1_Temper_avg,Thermal_Spot1_Temper_max,Thermal_Full_min,Thermal_Full_avg,Thermal_Full_max,Width,Weight
2021/4/28 03:26:00,1,1,4,0,15,6,40.983570765056164,14.308678494144077,18.23844269050346,1717.6151492820402,1705.8292331263833,1656.8293152152542,1789.896064077537,1780.8371736457646,1528.6526280703251,1612.7128002179297,1581.6829115359376,137.6713512321487,141.20981135783018,130.43359877671102,131.37541083743483,137.18856235379513,134.93584439832787,140.57123666297636,135.45987962239394,132.93848149332354,147.32824384460775,138.87111849756732,140.33764102343963,132.8762590689327,137.27808637737408,139.55461294854933,134.24503211288848,1801.8784900917283,1783.996806550406,,1.0,88,71.859463158853,85.01438927254469,74.73851363631033,68.95144321522051,79.33072688051594,68.67877888014489,74.72531773502378,64.52664633060112,67.58406822550785,75.64030440934562,14.646332895977054,10.856841405949853,72.1037577980588,73.19748445205356,69.05939352816287,72.85278243802645,74.14880962520107,81.73761461109459,58,202
2021/4/28 03:27:00,1,1,4,0,15,6,40.11809106784231,6.18479922318633,16.620419846973974,1708.0745885979184,1703.6153899984702,1661.0583814442043,1787.1549976124797,1781.656400595581,1526.8039123838869,1608.453938120744,1585.6563171570178,144.8777256356118,137.60412881077355,139.0717051166809,134.46832512996986,134.01896687959663,144.06262911197098,145.78120014285412,139.63994939209834,145.01766448946012,141.80818012523818,136.7744012269744,141.80697802754207,147.69018283232984,139.82086980445024,146.82321827907003,126.90127447955128,1804.109512521876,1787.435235341191,,1.0,88,74.37080263267751,64.88715237699553,73.60063806081244,74.99156413755874,81.59547150370757,71.15665000863177,69.19353204553407,71.29721454207731,77.86701150851037,75.52475606829842,8.320198963164806,12.56633716556678,72.56638902674021,78.89122147266444,72.42773807061323,74.29969280701116,73.97746277433922,68.62042879933941,58,202
2021/4/28 03:28:00,1,1,4,0,15,6,39.88060100532288,16.305276360899448,15.025567283212304,1708.8270643331243,1699.9231462897478,1655.8967733861732,1781.2864274173662,1772.988613653892,1530.19357144167,1612.0202542840727,1593.4309295060527,140.87288906415918,141.28775195361382,138.62777042116917,130.4061439235048,139.86743062275391,140.30115104970514,151.31621056242642,139.03819517609438,141.50773671166806,139.82644115147377,133.15660981190234,145.71411407257511,143.75966516343388,143.95515973521523,134.4530627260263,147.0139715546805,1792.9907446860386,1789.9342854690015,,1.0,88,69.85631648434656,72.88350769198614,75.7562600554382,71.356622279419,67.16768046466933,74.90681786403015,68.13048277136947,76.65095928317591,69.23787790883098,82.27167519508771,7.048733512318814,8.389692418971622,76.87558474684835,68.31268128783023,77.29429735302065,82.69271145141215,68.11958150719387,77.08016697266153,58,202
2021/4/28 03:29:00,1,1,4,0,15,6,39.79941397124212,18.90911435888655,8.81524644560959,1703.3977169345785,1710.6097078280845,1660.484923366166,1783.2524642517294,1778.7322410474849,1527.5998763921075,1611.161268485805,1585.4653623664933,136.42824290986817,149.3288725557238,142.36916460455893,134.04348251398676,143.28276804316914,135.12659164886338,143.93542301871227,145.792977895037,135.89658840824146,144.81688064622162,142.0639046346825,144.11030079997244,149.48396491326974,138.77305941998566,136.23131917821254,135.55242785187238,1795.9209485751728,1786.6144914529295,,1.0,88,76.1704565566501,79.01891947518013,74.96800933938952,80.51866983578658,73.08171461381022,88.0048451629481,76.06533700882503,69.44021395791859,67.97153771969444,76.48136231621592,9.843686098370746,13.57000247046046,74.49018867286772,73.89285921671564,71.59803213965797,68.25776460657067,73.59942596966489,80.11399470161737,58,202
2021/4/28 03:30:00,1,1,4,0,15,6,39.47046834065102,8.77130610644006,15.86590462925591,1712.9265868986442,1702.5807128189942,1659.7686255297276,1783.29104359223,1771.285148510847,1532.7889368017413,1612.8039226318413,1587.4152562158763,145.26901026017453,133.11165316021453,135.3108748004244,142.57517633604328,142.56892975456105,142.57523843153024,159.2636574532736,142.85445255346585,145.67782820090298,144.77000881746602,143.25695625652898,138.42365377679826,143.79484610246635,136.13587392731213,138.81590696629996,137.57318226085448,1800.4093706969315,1797.5732928333675,,1.0,88,77.57429869187257,66.84441777405173,72.74233805105283,78.56675463483683,74.48039667547731,68.28227754035346,69.21847962370016,76.86398834467339,69.52916660141432,74.92129364790988,11.188859224519069,6.741998261970915,82.83871992662662,76.85259377159005,65.58428614671197,76.64227065384713,72.40106675615806,79.97216575398113,58,202
2021/4/28 03:31:00,1,1,4,0,15,6,34.4373959278365,14.426317792665506,17.524936394902284,1714.3287759708505,1700.998517964721,1656.3274938207953,1779.6252734441953,1773.7333538371315,1539.8272712014054,1612.0249085548048,1577.6955802283248,144.58930973527387,150.61078098506317,145.16232630275573,132.40315017022994,137.57882963566874,146.3345557459331,136.4616526719061,142.21909714073115,143.8731702671467,135.36534764210958,139.702373219691,123.79366329965464,134.87806179332856,138.7371592430342,133.76108409017576,148.16205651965817,1792.8492931101969,1784.799777566515,,1.0,88,83.23636522533057,67.62968735410281,80.9708175407748,74.61616774509794,69.56645576476024,76.16651636131635,74.82329758786736,71.36591238420603,74.0800094149501,72.6084356756912,11.52258670925624,13.310653372605234,80.54008469072676,68.48792445586577,87.40116693328133,66.97556106238748,75.97707458482208,79.67758609242287,58,202
2021/4/28 03:32:00,1,1,4,0,15,6,39.90495933867516,11.886502400897031,13.959388748213623,1707.534995326706,1704.0531762152789,1662.2480104851052,1783.7850774298252,1773.5354520236967,1535.4979993771663,1611.5364976043832,1587.0643105941947,143.14814420961807,135.85502494538963,137.19909479901514,143.73646802561632,143.05185132716733,139.89549203017927,140.5866369165439,146.38832447894214,137.04214305582084,142.7354869058502,138.98903673783053,138.9115939838639,145.49388425993595,144.12708174494014,144.0675481800032,146.52739403577164,1800.1050192081639,1790.4097648564748,,1.0,89,75.7408345124422,74.11428411816158,75.04998226496359,76.39878546718457,70.07889475383264,84.2659372284273,67.90991172250149,67.67505531606135,78.96355470750034,77.81431245981469,14.074599081260775,13.1417275463214,71.88376582576544,69.34972668257085,76.04702206096863,72.28219071243944,80.54359793708875,74.9327123624893,58,202
2021/4/28 03:33:00,1,1,4,0,15,6,34.272513636037445,13.393070791735033,17.064657271378124,1707.18137723598,1702.888898022168,1659.2184360574595,1784.2248328555436,1774.4652841231443,1528.6448084719084,1611.1602496867881,1576.7595782925134,132.96268112811723,136.40777889373783,138.93276424144076,141.55453782799003,147.37678108474776,144.28829811601008,139.20030735018287,139.90491896048655,134.98735317681096,139.90743432003805,138.5567068053993,141.61359280169046,135.86384528223837,142.59673257120585,147.6636945650129,139.45619925771572,1802.0085586104947,1790.4507199585555,,1.0,88,75.42446325905208,75.27296108390898,75.57038122274416,69.26194998072266,73.7715491312947,76.47198989622724,80.04271678897521,77.99235328042603,83.61791347755778,69.96226197555976,15.30460320260339,10.916710028691758,82.36101341608835,69.51950939322424,71.67139353909612,72.87303952277989,65.25052412845096,73.2412276415962,58,202
2021/4/28 03:34:00,1,1,4,0,15,6,34.80433707223151,15.751968932381038,16.7087798788858,1719.3808541960793,1711.7521191909302,1655.115481721688,1777.5079266432583,1779.4595958575326,1524.3988339648968,1619.1572938292718,1590.8972006036065,137.65412173947647,131.43432735454562,146.76936187082705,139.4273007737369,146.1890815598673,132.02786170602818,138.00312488523113,140.0262184985909,140.23490296882372,137.74967264260377,143.1142496617375,134.66189785308703,139.28810257489354,140.6014781585595,143.57219417029376,143.55807439044446,1794.3767895408107,1779.329429146322,,1.0,89,76.17057274989796,72.06656542721724,82.54975859761262,73.89737341146429,80.79148256031914,74.19559411705055,83.63574035440993,83.15570201221601,71.97117885760464,79.09285536477178,14.165879757925737,16.843157787661745,67.22138412709947,77.62125918999219,81.51512200424794,67.42930213788443,70.30670700667112,66.0268386811995,58,202
2021/4/28 03:35:00,1,1,4,0,15,6,37.25296620777721,18.58771127897981,22.51178526048014,1710.3704739020989,1715.1430777278565,1651.0994927089255,1774.4830878032242,1776.7222615055168,1532.9203272446966,1609.8365262595296,1573.6627894998005,139.55439980243605,133.47765249747573,143.3483627441502,141.83299123048425,135.30060106836322,137.43066541331655,134.70393239055525,139.68660451363414,144.7757116025062,135.07136976832228,142.5202325775892,137.3487119081378,136.03563583868828,139.4648482002272,134.82378838790314,137.2317534732641,1794.0106105370558,1796.8236256645819,,1.0,89,71.03536904003707,76.4748983336711,73.90736152154585,72.54415026233389,77.31382972021711,77.66353800023653,70.01949515194737,70.3679104467766,72.01874252424177,62.433394966322076,3.381044706007239,16.834371337222624,80.18583710750642,72.6498202622181,78.80578133527882,77.47924729271767,91.31740056227619,81.52087107717288,58,202
