Datatime,Machine Name,F_SEQ,F_COLOR_SEQ,F_COLOR_ARGB,F_UNIT_P,Process,Host speed,Cold air speed 1,Cold air speed 2,Oven speed 1,Oven speed 2,Oven speed 3,Oven speed 4,Oven speed 5,Oven speed 6,Oven speed 7,Oven speed 8,Oven temperature 1,Oven temperature 2,Oven temperature 3,Oven temperature 4,Oven temperature 5,Oven temperature 6,Oven temperature 7,Oven temperature 8,Oven temperature setting 1,Oven temperature setting 2,Oven temperature setting 3,Oven temperature setting 4,Oven temperature setting 5,Oven temperature setting 6,Oven temperature setting 7,Oven temperature setting 8,Exhaust speed 1,Exhaust speed 2,Exhaust humidity,Moisture,Electricity,Thermal_Temper_NW,Thermal_Temper_N,Thermal_Temper_NE,Thermal_Temper_W,Thermal_Temper_C,Thermal_Temper_E,Thermal_Temper_SW,Thermal_Temper_S,Thermal_Temper_SE,Thermal_Temper_avg,Thermal_uniformity,Therma_Spot1_Temper,Thermal_Spot1_Temper_min,Thermal_Spot1_Temper_avg,Thermal_Spot1_Temper_max,Thermal_Full_min,Thermal_Full_avg,Thermal_Full_max,Width,Weight
2021/4/27 22:29:00,1,1,7,0,12,6,36.88357038505616,14.308678494144077,18.23844269050346,1817.6151492820402,1764.8292331263833,1801.8293152152542,1817.896064077537,1813.8371736457646,1799.6526280703251,1812.7128002179297,1544.6829115359376,175.6713512321487,181.20981135783018,171.43359877671102,172.37541083743483,178.18856235379513,175.93584439832787,181.57123666297636,173.45987962239394,170.93848149332354,187.32824384460775,179.87111849756732,181.33764102343963,173.8762590689327,178.27808637737408,180.55461294854933,172.24503211288848,1801.8784900917283,1783.996806550406,,2.399880171,101,94.54146998885301,107.71238732254469,99.60151259631033,90.75944187522049,101.49272181051595,92.0427849201449,96.16532017502378,86.38764639060112,89.77307121550784,98.20230849934562,14.630332922977054,10.856841405949853,93.5457591380588,95.70148225205357,92.53639089816286,96.32977980802644,97.62580699520106,105.21461198109458,57,191
2021/4/27 22:30:00,1,1,7,0,12,6,36.218091447842305,6.18479922318633,16.620419846973974,1808.0745885979184,1763.6153899984702,1806.0583814442043,1815.1549976124797,1814.656400595581,1796.8039123838869,1808.453938120744,1548.6563171570178,182.8777256356118,177.60412881077355,179.0717051166809,174.46832512996986,175.01896687959663,184.06262911197098,186.78120014285412,177.63994939209834,183.01766448946012,181.80818012523818,176.7744012269744,181.80697802754207,188.69018283232984,179.82086980445024,187.82321827907003,164.9012744795513,1804.109512521876,1787.435235341191,,2.399880171,101,100.67980455267751,88.82215756699553,97.88864007081244,99.70356212755873,104.50847352370758,95.46364921863176,92.37952905553406,93.98721698207733,101.44601388851038,99.51575719829842,8.300198982164806,12.56633716556678,96.3193873767402,102.87722153266444,97.19673526061324,99.06868999701116,98.74645996433921,93.38942598933941,57,191
2021/4/27 22:31:00,1,1,7,0,12,6,35.980601385322885,16.305276360899448,15.025567283212304,1808.8270643331243,1759.9231462897478,1800.8967733861732,1808.2864274173662,1805.988613653892,1800.19357144167,1812.0202542840727,1555.4309295060527,178.87288906415918,181.28775195361382,179.62777042116917,170.4061439235048,180.86743062275391,180.30115104970514,192.31621056242642,178.03819517609438,179.50773671166806,179.82644115147377,174.15660981190234,185.71411407257511,184.75966516343388,183.95515973521523,175.4530627260263,186.0139715546805,1792.9907446860386,1789.9342854690015,,2.399880171,100,95.33332148434656,94.46650787198614,98.4242593254382,95.99062495941901,88.31868144466934,97.04081292403013,91.60248289136948,97.50496319317591,91.08287913883098,104.9186707450877,7.009733537318814,8.389692418971622,98.57158388684834,90.71468171783023,102.01429857302065,107.41271267141215,92.83958272719387,101.80016819266153,57,191
2021/4/27 22:32:00,1,1,7,0,12,6,35.69941359124212,18.90911435888655,8.81524644560959,1803.3977169345785,1769.6097078280845,1804.484923366166,1811.2524642517294,1811.7322410474849,1797.5998763921075,1811.161268485805,1547.4653623664933,174.42824290986817,189.3288725557238,182.36916460455893,174.04348251398676,183.28276804316914,175.12659164886338,183.93542301871227,184.792977895037,173.89658840824146,184.81688064622162,182.0639046346825,184.11030079997244,189.48396491326974,178.77305941998566,176.23131917821254,174.55242785187238,1795.9209485751728,1786.6144914529295,,2.399880171,101,102.63645234665009,105.13491679518012,98.96301207938953,106.18666910578659,97.51871870381022,112.14384510294809,100.74333459882503,93.65421465791859,91.58354104969443,101.29536530621593,9.823686058370745,13.57000247046046,98.89118965286772,98.54485201671562,97.41102804965797,94.07076051657069,99.41242187966489,105.92699061161736,57,191
2021/4/27 22:33:00,1,1,7,0,12,6,35.47046834065102,8.77130610644006,15.86590462925591,1811.9265868986442,1762.5807128189942,1802.7686255297276,1810.29104359223,1804.285148510847,1802.7889368017413,1812.8039226318413,1553.4152562158763,182.26901026017453,173.11165316021453,175.3108748004244,182.57517633604328,182.56892975456105,182.57523843153024,199.2636574532736,181.85445255346585,182.67782820090298,184.77000881746602,183.25695625652898,178.42365377679826,183.79484610246635,176.13587392731213,178.81590696629996,176.57318226085448,1800.4093706969315,1798.5732928333675,,2.399880171,101,105.11629851187257,90.85342046405174,95.15234171105283,104.64775591483682,98.07639734547732,91.61327501035348,94.18448304370017,99.21099228467338,91.6321634214143,98.96429672790988,11.13985919951907,6.741998261970915,105.84472044662662,101.08059822159005,92.23928492671197,103.29726943384713,99.05606553615806,106.62716453398113,57,191
2021/4/27 22:34:00,1,1,7,0,12,6,30.537396307836495,14.426317792665506,17.524936394902284,1814.3287759708505,1760.998517964721,1801.3274938207953,1807.6252734441953,1806.7333538371315,1810.8272712014054,1812.0249085548048,1540.6955802283248,182.58930973527387,190.61078098506317,185.16232630275573,172.40315017022994,177.57882963566874,186.3345557459331,176.4616526719061,181.21909714073115,181.8731702671467,175.36534764210958,179.702373219691,163.79366329965464,174.87806179332856,178.7371592430342,173.76108409017576,187.16205651965817,1792.8492931101969,1784.799777566515,,2.399880171,101,108.21436967533057,93.54968552410281,105.7488174207748,98.25316878509794,93.80345528476025,101.17151743131635,98.08830079786735,94.66791433420603,97.75201030495009,96.9184332356912,11.52358669625624,13.310653372605234,104.66008744072676,92.70292079586577,112.12416650328133,91.69856063238748,100.70007415482208,104.40058566242288,57,191
2021/4/27 22:35:00,1,1,7,0,12,6,35.80495895867516,11.886502400897031,13.959388748213623,1807.534995326706,1764.0531762152789,1806.2480104851052,1811.7850774298252,1806.5354520236967,1805.4979993771663,1811.5364976043832,1550.0643105941947,181.14814420961807,175.85502494538963,177.19909479901514,183.73646802561632,183.05185132716733,179.89549203017927,180.5866369165439,185.38832447894214,175.04214305582084,182.7354869058502,178.98903673783053,178.9115939838639,185.49388425993595,184.12708174494014,184.0675481800032,185.52739403577164,1800.1050192081639,1790.4097648564748,,2.399880171,101,102.82283524244221,99.44228704816157,99.62198086496359,102.39778219718457,94.46589579383264,108.21593417842729,91.96691474250149,91.29605370606134,102.55055650750033,102.54631090981468,14.054599100260775,13.1417275463214,96.61176265576543,94.33272838257083,101.96901913096863,98.20418778243945,106.46559500708875,100.8547094324893,57,191
2021/4/27 22:36:00,1,1,7,0,12,6,30.27251363603744,13.393070791735033,17.064657271378124,1807.18137723598,1762.888898022168,1803.2184360574595,1811.2248328555436,1807.4652841231443,1798.6448084719084,1811.1602496867881,1539.7595782925134,170.96268112811723,176.40777889373783,178.93276424144076,181.55453782799003,187.37678108474776,184.28829811601008,179.20030735018287,178.90491896048655,172.98735317681096,179.90743432003805,178.5567068053993,181.61359280169046,175.86384528223837,182.59673257120585,187.6636945650129,178.45619925771572,1802.0085586104947,1790.4507199585555,,2.399880171,101,102.93546484905208,101.51896328390897,101.78337866274416,96.64795157072267,99.9955519712947,101.08799102622724,106.93871669897521,103.43135627042604,107.99591564755778,96.06326371555974,15.28260318760339,10.916710028691758,108.34801674608836,95.82450588322423,98.20239176909612,99.4040377527799,91.78152235845097,99.7722258715962,57,191
2021/4/27 22:37:00,1,1,7,0,12,6,30.60433631223151,15.751968932381038,16.7087798788858,1819.3808541960793,1770.7521191909302,1799.115481721688,1805.5079266432583,1812.4595958575326,1795.3988339648968,1819.1572938292718,1552.8972006036065,175.65412173947647,171.43432735454562,186.76936187082705,179.4273007737369,186.1890815598673,172.02786170602818,177.00312488523113,179.0262184985909,178.23490296882372,177.74967264260377,183.1142496617375,174.66189785308703,179.28810257489354,180.6014781585595,182.57219417029376,182.55807439044446,1794.3767895408107,1779.329429146322,,2.399880171,101,104.30857322989796,96.11856737721723,105.97075621761262,100.86837409146429,103.45748293031913,96.48659448705055,108.91673858440993,104.33570232221602,93.63918194760464,103.05585280477177,14.135879726925738,16.843157787661745,89.55738647709948,101.98825595999219,108.38412530424795,94.29830543788444,97.17571030667112,92.8958419811995,57,191
2021/4/27 22:38:00,1,1,7,0,12,6,33.05296544777721,18.58771127897981,22.51178526048014,1810.3704739020989,1774.1430777278565,1795.0994927089255,1801.4830878032242,1809.7222615055168,1802.9203272446966,1809.8365262595296,1536.6627894998005,176.55439980243605,173.47765249747573,183.3483627441502,181.83299123048425,175.30060106836322,177.43066541331655,174.70393239055525,178.68660451363414,181.7757116025062,175.07136976832228,182.5202325775892,177.3487119081378,176.03563583868828,179.4648482002272,174.82378838790314,176.2317534732641,1794.0106105370558,1796.8236256645819,,2.399880171,101,97.40737069003707,97.8729009536711,97.69035865154585,97.42215243233389,99.53983527021714,101.28254130023652,94.45749487194736,93.5649090367766,94.50974365424177,86.03339344632207,3.3560446700072393,16.834371337222624,102.90683777750641,95.93681901221811,104.40378853527884,103.07725449271767,116.91540776227619,107.11887827717288,57,191
